gen1_ID,MID,hatch_date,wing_date,death_date,pop,sex,S-wing,viable,test_date,test_temp,test_age,rand
1376,118,9.8.21,10.06.21,,KL,F,Y,Y,10/06/21,,,0.000348186
1377,118,9.2.21,,9.9.21,KL,,,Y,,,,0.089423533
1378,118,,9.28.21,,KL,F,Y,Y,9/28/21,,,0.718948944
1379,119,9.9.21,,,KL,,,N,,,,0.57939462
1380,119,8.31.21,,,KL,,,Y,,,,0.128133964
1381,119,,,,KL,,,Y,,,,0.016910302
1382,119,,9.27.21,,KL,M,N,Y,9/27/21,,,0.489640458
1383,119,9.9.21,10.04.21,,KL,F,N,Y,10/04/21,,,0.780633215
1384,119,9.8.21,,,KL,,,Y,,,,0.063325404
1385,119,8.31.21,9.25.21,,KL,M,Y,Y,9/25/21,,,0.491469075
1386,119,,9.28.21,,KL,M,N,Y,9/28/21,,,0.497705101
1387,119,8.30.21,10.04.21,,KL,M,Y,Y,10/04/21,,,0.993556875
1388,119,9.9.21,,9.9.21,KL,,,Y,,,,0.160344354
1389,119,8.30.21,,,KL,,,,,,,0.367051751
1390,329,9.9.21,9.24.21,,PK,F,Y,Y,9/24/21,,,0.270857682
1391,329,9.9.21,,9.9.21,PK,,,Y,,,,0.192973549
1392,329,9.1.21,,9.9.21,PK,,,Y,,,,0.698094926
1393,329,8.29.21,,,PK,,,N,,,,0.914088172
1394,329,9.9.21,,9.11.21,PK,,,Y,,,,0.792641585
1395,329,9.8.21,9.26.21,,PK,F,N,Y,9/26/21,,,0.794982077
1396,329,,,9.9.21,PK,,,Y,,,,0.983684232
1397,329,8.30.21,9.24.21,,PK,,N,Y,9/24/21,,,0.874211313
1398,329,9.8.21,9.28.21,,PK,M,N,Y,9/28/21,,,0.299705499
1399,329,9.8.21,,9.2.21,PK,,,Y,,,,0.085592245
1400,329,,9.27.21,,PK,M,N,Y,9/27/21,,,0.986375309
1401,329,9.2.21,9.28.21,,PK,F,N,Y,9/28/21,,,0.441099747
1402,329,8.31.21,,,PK,,,N,,,,0.240987892
1403,329,9.8.21,9.25.21,,PK,M,N,Y,9/25/21,,,0.829652941
1404,329,8.31.21,9.27.21,,PK,M,Y,Y,9/27/21,,,0.510706319
1405,329,9.2.21,9.25.21,,PK,M,N,Y,9/25/21,,,0.353875589
1406,329,,,9.11.21,PK,,,Y,,,,0.93748832
1407,329,8.31.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.419989139
1408,329,8.30.21,10.05.21,,PK,F,Y,Y,10/05/21,,,0.753791889
1409,329,,,9.9.21,PK,,,Y,,,,0.063163131
1410,329,8.31.21,,9.21.21,PK,,,Y,,,,0.12516401
1411,329,8.30.21,9.28.21,,PK,M,N,Y,9/28/21,,,0.951783901
1412,329,9.1.21,9.28.21,,PK,M,Y,Y,9/28/21,,,0.248429993
1413,329,9.9.21,,9.9.21,PK,,,Y,,,,0.166767153
1414,329,9.9.21,,9.9.21,PK,,,Y,,,,0.722897344
1415,329,9.9.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.973127835
1416,329,hatch_date,9.25.21,,PK,M,N,Y,9/25/21,,,0.34375694
1417,329,9.8.21,,9.24.21,PK,,,Y,,,,0.045979339
1418,329,8.30.21,,,PK,,,N,,,,0.896411893
1419,329,9.2.21,9.25.21,,PK,F,Y,Y,9/25/21,,,0.22571946
1420,329,8.31.21,,,PK,,,N,,,,0.088914681
1421,329,9.8.21,10.04.21,,PK,F,N,Y,10/04/21,,,0.591555693
1422,329,9.8.21,,,PK,,,N,,,,0.369960629
1423,329,9.9.21,,9.11.21,PK,,,Y,,,,0.198637306
1424,329,9.1.21,9.26.21,,PK,F,Y,Y,9/26/21,,,0.246629221
1425,329,9.2.21,10.05.21,,PK,M,N,Y,10/05/21,,,0.928506836
1426,329,,9.24.21,,PK,F,Y,Y,9/24/21,,,0.776178951
1427,329,9.1.21,,,PK,,,N,,,,0.536999699
1428,329,,9.28.21,,PK,M,N,Y,9/28/21,,,0.09577579
1429,329,9.9.21,9.27.21,,PK,F,N,Y,9/27/21,,,0.564708665
1430,329,,10.04.21,,PK,M,N,Y,10/04/21,,,0.453446976
1431,329,9.1.21,,,PK,,,N,,,,0.665379746
1432,329,9.1.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.19449614
1433,329,9.9.21,9.25.21,,PK,M,N,Y,9/25/21,,,0.497742909
1434,329,9.1.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.237856501
1435,329,,,,PK,,,Y,,,,0.351976537
1436,329,9.1.21,,10.04.21,PK,,,Y,,,,0.605812261
1437,329,9.2.21,9.27.21,,PK,F,N,Y,9/27/21,,,0.002473451
1438,329,9.9.21,10.05.21,,PK,M,Y,Y,10/05/21,,,0.835425266
1439,329,,10.07.21,,PK,M,Y,Y,10/07/21,,,0.72670602
1440,329,9.9.21,,9.9.21,PK,,,Y,,,,0.472121418
1441,329,8.31.21,10.07.21,,PK,F,Y,Y,10/07/21,,,0.487141229
1442,329,9.9.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.170967156
1443,329,9.2.21,,9.21.21,PK,,,Y,,,,0.942295795
1444,329,9.9.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.702093954
1445,329,9.2.21,10.04.21,,PK,M,Y,Y,10/04/21,,,0.734670507
1446,329,9.9.21,,9.9.21,PK,,,Y,,,,0.499255864
1447,329,9.9.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.65703864
1448,329,9.8.21,,9.9.21,PK,,,Y,,,,0.188594447
1449,329,9.9.21,,,PK,,,Y,,,,0.734244485
1450,329,9.9.21,,,PK,,,N,,,,0.005759486
1451,329,9.9.21,9.24.21,,PK,F,Y,Y,9/24/21,,,0.764052736
1452,329,9.9.21,,9.11.21,PK,,,Y,,,,0.072835326
1453,329,9.9.21,,9.9.21,PK,,,Y,,,,0.012799253
1454,329,9.8.21,,9.9.21,PK,,,Y,,,,0.65779127
1455,329,9.9.21,,9.11.21,PK,,,Y,,,,0.54374526
1456,329,9.8.21,,,PK,,,N,,,,0.979285322
1457,329,9.9.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.794150427
1458,329,,,9.24.21,PK,,,Y,,,,0.09160797
1459,329,9.1.21,10.07.21,,PK,F,N,Y,10/07/21,,,0.995019026
1460,329,9.2.21,,,PK,,,N,,,,0.044602711
1461,329,9.8.21,10.04.21,,PK,F,N,Y,10/04/21,,,0.048528443
1462,329,9.8.21,,,PK,,,N,,,,0.327422262
1463,329,9.10.21,,,PK,,,N,,,,0.523156902
1464,329,,,9.25.21,PK,,,Y,,,,0.064561333
1465,329,9.9.21,,,PK,,,N,,,,0.576001732
1466,329,9.9.21,,9.9.21,PK,,,Y,,,,0.334955632
1467,329,9.9.21,,,PK,,,N,,,,0.824871527
1468,329,hatch_date,10.01.21,,PK,M,N,Y,10/01/21,,,0.339307141
1469,329,,10.04.21,,PK,F,N,Y,10/04/21,,,0.347972978
1470,329,9.9.21,,,PK,,,N,,,,0.261421957
1471,329,,,,PK,,,N,,,,0.694430467
1472,329,,,,PK,,,N,,,,0.67257666
1473,329,9.9.21,,,PK,,,N,,,,0.705228156
1474,329,,,,PK,,,N,,,,0.087551533
1475,329,9.8.21,,,PK,,,N,,,,0.874018733
1476,329,,,,PK,,,N,,,,0.738077874
1477,329,9.9.21,,,PK,,,N,,,,0.262170938
1478,329,9.9.21,10.01.21,,PK,M,N,Y,10/01/21,,,0.394131454
1479,329,,,9.9.21,PK,,,,,,,0.702155644
1480,329,,,9.9.21,PK,,,,,,,0.554381122
1481,329,,,,PK,,,N,,,,0.487081603
1482,329,,,9.9.21,PK,,,Y,,,,0.336278728
1483,329,,,9.9.21,PK,,,Y,,,,0.653290829
1484,329,,,9.9.21,PK,,,Y,,,,0.080312751
1485,329,,,,PK,,,N,,,,0.0410278
1486,329,,,9.9.21,PK,,,Y,,,,0.084857717
1487,329,8.31.21,,9.9.21,PK,,,Y,,,,0.08744316
1488,329,,,9.9.21,PK,,,Y,,,,0.176229226
1489,329,,10.04.21,,PK,F,N,,10/04/21,,,0.203178861
1490,329,,,,PK,,,,,,,0.982932709
1491,329,9.8.21,,9.9.21,PK,,,Y,,,,0.950022733
1492,329,9.8.21,,9.9.21,PK,,,Y,,,,0.281383171
1493,9,9.8.21,,9.9.21,PK,,,Y,,,,0.18949363
1494,9,,,9.9.21,PK,,,Y,,,,0.364800706
1495,9,9.8.21,10.07.21,,PK,F,N,Y,10/07/21,,,0.93172634
1496,9,9.8.21,,9.9.21,PK,,,Y,,,,0.173915685
1497,9,9.8.21,,9.9.21,PK,,,Y,,,,0.553835033
1498,9,9.9.21,,,PK,,,N,,,,0.789506229
1499,9,9.9.21,,9.9.21,PK,,,Y,,,,0.876774302
1500,9,9.8.21,,,PK,,,N,,,,0.102457325
1501,9,9.8.21,,,PK,,,N,,,,0.110198272
1502,9,9.8.21,,,PK,,,N,,,,0.068144518
1503,9,9.8.21,,,PK,,,N,,,,0.440695338
1504,9,9.9.21,,,PK,,,N,,,,0.374548213
1505,9,9.8.21,,,PK,,,N,,,,0.409455023
1506,9,9.8.21,,,PK,,,N,,,,0.288823496
1507,9,,,,PK,,,N,,,,0.547786211
1508,9,9.8.21,,,PK,,,N,,,,0.546108942
1509,9,,,,PK,,,N,,,,0.071477522
1510,9,,,,PK,,,N,,,,0.80209456
1511,329,,10.04.21,,PK,F,Y,Y,10/04/21,,,0.051171514
1512,329,,,9.9.21,PK,,,Y,,,,0.272365821
1513,329,,,,PK,,,Y,,,,0.743548914
1514,329,,10.04.21,,PK,F,Y,Y,10/04/21,,,0.980587401
1515,329,,10.04.21,,PK,M,Y,Y,10/04/21,,,0.756490192
1516,329,,,,PK,,,Y,,,,0.803483826
1517,329,,10.01.21,,PK,M,N,Y,10/01/21,,,0.382969949
1518,329,,10.04.21,,PK,F,Y,Y,10/04/21,,,0.407961606
1519,329,,,9.21.21,PK,,,Y,,,,0.198696566
1520,329,hatch_date,,,PK,,,Y,,,,0.498385126
1521,329,9.9.21,,,PK,,,Y,,,,0.573895062
1522,329,,10.04.21,,PK,F,Y,Y,10/04/21,,,0.201861795
1523,329,9.9.21,,,PK,,,Y,,,,0.90820363
1524,329,9.9.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.679592548
1525,329,9.9.21,,10.04.21,PK,,,N,,,,0.134945956
1526,329,9.9.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.631097559
1527,329,9.9.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.022490511
1528,329,9.9.21,,,PK,,,Y,,,,0.941983162
1529,329,,10.04.21,,PK,M,N,Y,10/04/21,,,0.575367623
1530,329,9.10.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.492645081
1531,329,9.9.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.626385646
1532,329,9.10.21,,,PK,,,Y,,,,0.476706767
1533,329,9.9.21,,,PK,,,,,,,0.496641645
1534,329,9.9.21,,,PK,,,Y,,,,0.104899096
1535,329,,10.04.21,,PK,F,Y,Y,10/04/21,,,0.349904531
1536,329,9.9.21,,,PK,,,Y,,,,0.80932152
1537,329,9.9.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.196998648
1538,329,9.9.21,10.08.10,,PK,,,Y,10/08/10,,,0.730969705
1539,329,9.9.21,,,PK,,,,,,,0.58471771
1540,329,9.9.21,,,PK,,,,,,,0.303237162
1541,114,9.9.21,,9.21.21,KL,,,Y,,,,0.911575414
1542,114,9.9.21,,,KL,,,Y,,,,0.313729769
1543,114,,,9.21.21,KL,,,Y,,,,0.31997062
1544,114,9.9.21,10.07.21,,KL,F,N,Y,10/07/21,,,0.981372186
1545,114,9.9.21,,9.23.21,KL,,,Y,,,,0.101194415
1546,329,9.9.21,10.01.21,,PK,F,N,Y,10/01/21,,,0.205838785
1547,329,9.10.21,,,PK,,,Y,,,,0.04033471
1548,329,9.10.21,9.30.21,,PK,F,N,Y,9/30/21,,,0.913149821
1549,329,,,10.04.21,PK,,,Y,,,,0.518855413
1550,329,,,,PK,,,Y,,,,0.955329513
1551,329,9.8.21,10.04.21,,PK,F,N,Y,10/04/21,,,0.385644483
1552,329,9.8.21,9.30.21,,PK,M,N,Y,9/30/21,,,0.365372065
1553,329,9.8.21,10.07.21,,PK,M,N,Y,10/07/21,,,0.072923298
1554,329,9.8.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.67536692
1555,329,9.8.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.810024718
1556,329,9.8.21,,9.22.21,PK,,,Y,,,,0.428829649
1557,16,9.8.21,10.04.21,10.04.21,KL,,,Y,10/04/21,,,0.358965317
1558,16,9.8.21,10.05.21,,KL,F,Y,Y,10/05/21,,,0.511710036
1559,16,9.8.21,,9.11.21,KL,,,Y,,,,0.397727213
1560,16,9.8.21,10.01.21,,KL,M,N,Y,10/01/21,,,0.648924658
1561,16,9.8.21,10.06.21,9.21.21,KL,M,N,Y,10/06/21,,,0.901963596
1562,16,9.8.21,,9.22.21,KL,,,Y,,,,0.95859644
1563,16,9.8.21,10.04.21,,KL,F,N,Y,10/04/21,,,0.670372958
1564,16,9.8.21,10.04.21,,KL,M,N,Y,10/04/21,,,0.50907793
1565,16,9.8.21,,,KL,,,Y,,,,0.036708903
1566,16,9.8.21,10.04.21,,KL,F,Y,Y,10/04/21,,,0.477269419
1567,16,9.8.21,,9.11.21,KL,,,Y,,,,0.530324007
1568,16,9.8.21,,9.23.21,KL,,,Y,,,,0.773904355
1569,16,9.8.21,,9.21.21,KL,,,Y,,,,0.025514871
1570,114,9.8.21,10.07.21,,KL,F,N,Y,10/07/21,,,0.447921198
1571,114,9.8.21,,9.21.21,KL,,,Y,,,,0.320681382
1572,114,hatch_date,,,KL,,,N,,,,0.078177353
1573,114,9.8.21,,,KL,,,N,,,,0.098008069
1574,114,9.8.21,,,KL,,,N,,,,0.600357843
1575,114,9.8.21,,,KL,,,N,,,,0.875049351
1576,114,9.8.21,,,KL,,,N,,,,0.341262467
1577,114,9.8.21,,,KL,,,N,,,,0.819814857
1578,114,9.8.21,,,KL,,,N,,,,0.757452186
1579,114,9.8.21,,,KL,,,N,,,,0.498830548
1580,114,9.8.21,,,KL,,,N,,,,0.808219603
1581,114,9.10.21,,,KL,,,N,,,,0.077686419
1582,114,9.10.21,,,KL,,,N,,,,0.685913383
1583,114,,,,KL,,,N,,,,0.432480606
1584,329,,,,PK,,,Y,,,,0.475753035
1585,329,,10.04.21,,PK,M,N,Y,10/04/21,,,0.196203849
1586,329,,10.08.21,,PK,M,N,Y,10/08/21,,,0.566227762
1587,329,,10.05.21,,PK,F,N,Y,10/05/21,,,0.686659822
1588,329,,10.08.21,,PK,F,Y,Y,10/08/21,,,0.730762037
1589,329,,,,PK,,,Y,,,,0.635741071
1590,329,,10.06.21,,PK,F,Y,Y,10/06/21,,,0.625774563
1591,329,,10.04.21,,PK,F,N,Y,10/04/21,,,0.700027312
1592,329,,,10.06.21,PK,,,Y,,,,0.331751329
1593,329,,,10.07.21,PK,,,Y,,,,0.3379365
1594,329,,,,PK,,,Y,,,,0.8776548
1595,329,9.10.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.268324733
1596,329,9.10.21,10.06.21,,PK,M,N,Y,10/06/21,,,0.531471093
1597,329,9.10.21,,9.22.21,PK,,,Y,,,,0.940767205
1598,329,9.10.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.597407987
1599,329,9.10.21,10.04.21,,PK,M,Y,Y,10/04/21,,,0.279464118
1600,329,9.10.21,10.04.21,,PK,F,Y,Y,10/04/21,,,0.062157409
1601,329,9.10.21,10.08.21,,PK,F,Y,Y,10/08/21,,,0.378416876
1602,329,9.10.21,,9.30.21,PK,,,Y,,,,0.37849365
1603,329,9.10.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.812993347
1604,329,9.10.21,10.07.21,,PK,M,N,Y,10/07/21,,,0.636285124
1605,329,9.10.21,,,PK,,,Y,,,,0.47937119
1606,329,9.10.21,,,PK,,,Y,,,,0.247358635
1607,329,9.10.21,,,PK,,,Y,,,,0.275877868
1608,329,9.10.21,,9.21.21,PK,,,Y,,,,0.916393249
1609,329,9.10.21,,,PK,,,Y,,,,0.200890736
1610,329,9.10.21,,,PK,,,N,,,,0.956376666
1611,329,9.10.21,,,PK,,,Y,,,,0.727780038
1612,329,9.10.21,,,PK,,,Y,,,,0.178086902
1613,329,9.10.21,,10.04.21,PK,,,Y,,,,0.647332203
1614,329,9.10.21,,9.15.21,PK,,,Y,,,,0.651702265
1615,329,9.15.21,10.07.21,,PK,F,Y,Y,10/07/21,,,0.878783867
1616,329,9.15.21,10.08.21,,PK,F,N,Y,10/08/21,,,0.769454202
1617,329,9.12.21,,10.04.21,PK,,,Y,,,,0.136045922
1618,329,9.15.21,,,PK,,,Y,,,,0.119511919
1619,329,9.15.21,,9.15.21,PK,,,,,,,0.838310807
1620,329,9.15.21,10.08.21,,PK,M,N,Y,10/08/21,,,0.958920058
1621,329,,,,PK,,,N,,,,0.734985718
1622,329,9.15.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.492156598
1623,329,9.12.21,10.08.21,,PK,F,Y,Y,10/08/21,,,0.456875816
1624,329,hatch_date,,,PK,,,Y,,,,0.236078623
1625,329,9.12.21,,,PK,,,Y,,,,0.884069718
1626,329,,,,PK,,,Y,,,,0.761583597
1627,329,9.12.21,,,PK,,,Y,,,,0.022069324
1628,329,9.12.21,,,PK,,,Y,,,,0.968184534
1629,329,9.15.21,,,PK,,,Y,,,,0.608970985
1630,329,9.15.21,,,PK,,,N,,,,0.508069279
1631,329,,,,PK,,,N,,,,0.048567655
1632,329,9.12.21,,10.04.21,PK,,,Y,,,,0.609095129
1633,329,,10.06.21,,PK,F,Y,Y,10/06/21,,,0.029002902
1634,329,9.12.21,,,PK,,,Y,,,,0.747229008
1635,329,9.15.21,,,PK,,,,,,,0.516146877
1636,329,9.15.21,,,PK,,,,,,,0.828653362
1637,329,9.15.21,,,PK,,,Y,,,,0.026844551
1638,329,9.15.21,,,PK,,,Y,,,,0.792070539
1639,329,9.15.21,,9.21.21,PK,,,,,,,0.165800069
1640,329,9.15.21,,,PK,,,Y,,,,0.472440672
1641,329,9.15.21,10.08.21,,PK,F,Y,Y,10/08/21,,,0.064235725
1642,329,,,9.21.21,PK,,,,,,,0.50281915
1643,329,,,,PK,,,Y,,,,0.831467847
1644,329,9.15.21,,,PK,,,,,,,0.164728751
1645,329,9.12.21,,,PK,,,Y,,,,0.340042701
1646,329,9.15.21,10.04.21,,PK,M,N,Y,10/04/21,,,0.930439618
1647,329,,10.06.21,,PK,F,Y,Y,10/06/21,,,0.265669583
1648,329,,,,PK,,,Y,,,,0.394795904
1649,329,9.15.21,10.06.21,,PK,F,Y,Y,10/06/21,,,0.41361537
1650,329,9.12.21,,,PK,,,Y,,,,0.158655757
1651,329,,,10.08.21,PK,,,Y,,,,0.329894852
1652,329,9.15.21,,10.05.21,PK,,,Y,,,,0.179540623
1653,329,9.12.21,,9.21.21,PK,,,Y,,,,0.215297419
1654,329,,,,PK,,,Y,,,,0.773826929
1655,329,9.15.21,,,PK,,,,,,,0.46741025
1656,329,,,,PK,,,,,,,0.32706898
1657,329,9.15.21,,,PK,,,Y,,,,0.679877854
1658,329,9.12.21,,10.04.21,PK,,,Y,,,,0.357438984
1659,329,9.12.21,,9.21.21,PK,,,Y,,,,0.925201449
1660,329,9.15.21,,9.23.21,PK,,,Y,,,,0.953893322
1661,329,9.15.21,,,PK,,,Y,,,,0.263605299
1662,329,9.12.21,,,PK,,,Y,,,,0.071493178
1663,329,9.15.21,10.05.21,,PK,M,Y,Y,10/05/21,,,0.716789065
1664,329,9.15.21,,,PK,,,,,,,0.691186379
1665,329,,,,PK,,,,,,,0.468704724
1666,329,9.15.21,,9.21.21,PK,,,Y,,,,0.076271492
1667,329,,10.07.21,,PK,M,Y,,10/07/21,,,0.73605711
1668,329,,,,PK,,,,,,,0.055546781
1669,329,9.15.21,,9.21.21,PK,,,Y,,,,0.398611786
1670,329,9.15.21,,,PK,,,,,,,0.785296417
1671,16,,,10.05.11,KL,,,,,,,0.910818559
1672,16,9.21.21,,,KL,,,,,,,0.325641981
1673,329,9.15.21,,,PK,,,Y,,,,0.685292886
1674,329,9.15.21,,9.23.11,PK,,,Y,,,,0.766190729
1675,329,9.12.21,10.05.21,,PK,M,Y,Y,10/05/21,,,0.352465502
1676,329,hatch_date,10.07.21,,PK,M,N,Y,10/07/21,,,0.353586963
1677,329,9.16.21,10.06.21,,PK,M,N,Y,10/06/21,,,0.563203625
1678,329,9.15.21,10.05.21,,PK,M,Y,Y,10/05/21,,,0.318225667
1679,329,,,9.24.21,PK,,,Y,,,,0.901831254
1680,329,9.16.21,,,PK,,,Y,,,,0.969024007
1681,329,9.15.21,10.06.21,,PK,M,N,Y,10/06/21,,,0.850088103
1682,329,,10.08.21,,PK,F,N,Y,10/08/21,,,0.281958819
1683,329,9.15.21,,,PK,,,Y,,,,0.714663431
1684,16,,10.06.21,,KL,F,Y,Y,10/06/21,,,0.228923947
1685,16,,,,KL,,,Y,,,,0.058899409
1686,16,9.12.21,,,KL,,,Y,,,,0.451946714
1687,16,9.12.21,,,KL,,,Y,,,,0.636140255
1688,16,9.12.21,10.07.21,,KL,M,N,Y,10/07/21,,,0.138227657
1689,16,9.12.21,,,KL,,,Y,,,,0.047752811
1690,329,9.12.21,,,PK,,,N,,,,0.797669348
1691,329,9.12.21,,,PK,,,N,,,,0.975847384
1692,329,9.12.21,,,PK,,,N,,,,0.809988028
1693,329,9.12.21,,,PK,,,N,,,,0.373935927
1694,329,9.12.21,,,PK,,,Y,,,,0.081708535
1695,329,9.12.21,,,PK,,,Y,,,,0.967561218
1696,329,9.12.21,,9.21.21,PK,,,Y,,,,0.846320827
1697,329,9.12.21,,9.21.21,PK,,,Y,,,,0.678056945
1698,329,9.12.21,,,PK,,,Y,,,,0.290147169
1699,329,9.12.21,,,PK,,,N,,,,0.253413421
1700,329,9.12.21,,9.21.21,PK,,,Y,,,,0.355932568
1701,329,9.12.21,,,PK,,,Y,,,,0.179069167
1702,329,9.12.21,,,PK,,,N,,,,0.242819089
1703,329,,,,PK,,,N,,,,0.134087548
1704,329,,,,PK,,,N,,,,0.415341156
1705,329,,,,PK,,,N,,,,0.805394631
1706,329,,,,PK,,,Y,,,,0.401282118
1707,329,9.15.21,,,PK,,,N,,,,0.662080108
1708,329,9.15.21,,,PK,,,Y,,,,0.794937807
1709,329,,,,PK,,,Y,,,,0.635976127
1710,329,,,,PK,,,Y,,,,0.799674687
1711,329,9.16.21,,,PK,,,Y,,,,0.093737876
1712,329,,,,PK,,,Y,,,,0.999526604
1713,329,,,,PK,,,Y,,,,0.822716227
1714,329,9.16.21,,,PK,,,Y,,,,0.272966432
1715,329,,,,PK,,,Y,,,,0.303588139
1716,329,,,,PK,,,Y,,,,0.290481564
1717,329,,,,PK,,,N,,,,0.936009811
1718,329,,,9.15.21,PK,,,,,,,0.505035517
1719,329,9.15.21,,,PK,,,N,,,,0.897961808
1720,329,,,,PK,,,N,,,,0.311238379
1721,329,9.15.21,,,PK,,,N,,,,0.277977118
1722,329,9.16.21,,,PK,,,N,,,,0.188980588
1723,329,9.21.21,,,PK,,,N,,,,0.362021144
1724,318,9.21.21,,,PK,,,,,,,0.399378957
1725,318,9.21.21,,,PK,,,,,,,0.243181017
1726,318,9.21.21,,,PK,,,,,,,0.637592871
1727,318,9.21.21,,,PK,,,,,,,0.45179674
1728,318,hatch_date,,,PK,,,,,,,0.834299854
1729,318,9.21.21,,,PK,,,,,,,0.51572749
1730,318,9.15.21,,,PK,,,,,,,0.233698334
1731,318,,,,PK,,,,,,,0.369653877
1732,318,,,,PK,,,,,,,0.373797928
1733,318,,,,PK,,,,,,,0.56972568
1734,318,,,,PK,,,,,,,0.720040938
1735,318,,,,PK,,,,,,,0.179534202
1736,318,,,,PK,,,,,,,0.98377246
1737,318,,,,PK,,,,,,,0.056604513
1738,318,?,,,PK,,,,,,,0.003506227
1739,318,?,,,PK,,,,,,,0.727635244
1740,318,?,,,PK,,,,,,,0.825345878
1741,318,?,,,PK,,,,,,,0.392493581
1742,318,?,,,PK,,,,,,,0.147035533
1743,318,?,,,PK,,,,,,,0.155429832
1744,318,?,,,PK,,,,,,,0.640018527
1745,318,?,,,PK,,,,,,,0.61363762
1746,318,?,,,PK,,,,,,,0.825520455
1747,318,?,,,PK,,,,,,,0.899866808
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,?,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
